fluid,region,pressure_psia,T_F,row_type,v_ft3_lbm,u_Btu_lbm,h_Btu_lbm,s_Btu_lbm_R,source_table,source_page
water,superheated,2000,1100,superheated,0.43266,1377.5,1537.6,1.6021,A-6E,59
water,superheated,1500,1200,superheated,0.63355,1433.3,1609.2,1.6767,A-6E,59
water,superheated,1750,1200,superheated,0.53932,1429.2,1603.9,1.6572,A-6E,59
water,superheated,2000,1200,superheated,0.46864,1425.1,1598.5,1.6400,A-6E,59
water,superheated,1500,1400,superheated,0.72172,1525.7,1726.0,1.7432,A-6E,59
water,superheated,1750,1400,superheated,0.61621,1522.6,1722.1,1.7245,A-6E,59
water,superheated,2000,1400,superheated,0.53708,1519.5,1718.3,1.7081,A-6E,59
water,superheated,1500,1600,superheated,0.80714,1619.8,1843.8,1.8033,A-6E,59
water,superheated,1750,1600,superheated,0.69031,1617.4,1840.9,1.7852,A-6E,59
water,superheated,2000,1600,superheated,0.60269,1615.0,1838.0,1.7693,A-6E,59
water,superheated,1500,1800,superheated,0.89090,1716.4,1963.7,1.8589,A-6E,59
water,superheated,1750,1800,superheated,0.76273,1714.5,1961.5,1.8410,A-6E,59
water,superheated,2000,1800,superheated,0.66660,1712.5,1959.2,1.8255,A-6E,59
water,superheated,1500,2000,superheated,0.97358,1815.9,2086.1,1.9108,A-6E,59
water,superheated,1750,2000,superheated,0.83406,1814.2,2084.3,1.8931,A-6E,59
water,superheated,2000,2000,superheated,0.72942,1812.6,2082.6,1.8778,A-6E,59
water,superheated,2500,Sat.,saturated_reference,0.13076,1031.2,1091.7,1.2330,A-6E,59
water,superheated,3000,Sat.,saturated_reference,0.08460,969.8,1016.8,1.1587,A-6E,59
water,superheated,3500,650,superheated,0.02492,663.7,679.9,0.8632,A-6E,59
water,superheated,2500,700,superheated,0.16849,1098.4,1176.3,1.3072,A-6E,59
water,superheated,3000,700,superheated,0.09838,1005.3,1059.9,1.1960,A-6E,59
water,superheated,3500,700,superheated,0.03065,760.0,779.9,0.9511,A-6E,59
water,superheated,2500,750,superheated,0.20327,1154.9,1249.0,1.3686,A-6E,59
water,superheated,3000,750,superheated,0.14840,1114.1,1196.5,1.3118,A-6E,59
water,superheated,3500,750,superheated,0.10460,1057.6,1125.4,1.2434,A-6E,59
water,superheated,2500,800,superheated,0.22949,1195.9,1302.0,1.4116,A-6E,59
water,superheated,3000,800,superheated,0.17601,1167.5,1265.3,1.3676,A-6E,59
water,superheated,3500,800,superheated,0.13639,1134.3,1222.6,1.3224,A-6E,59
water,superheated,2500,850,superheated,0.25174,1230.1,1346.6,1.4463,A-6E,59
water,superheated,3000,850,superheated,0.19771,1208.2,1317.9,1.4086,A-6E,59
water,superheated,3500,850,superheated,0.15847,1183.8,1286.5,1.3721,A-6E,59
water,superheated,2500,900,superheated,0.27165,1260.7,1386.4,1.4761,A-6E,59
water,superheated,3000,900,superheated,0.21640,1242.8,1362.9,1.4423,A-6E,59
water,superheated,3500,900,superheated,0.17659,1223.4,1337.8,1.4106,A-6E,59
water,superheated,2500,950,superheated,0.29001,1289.1,1423.3,1.5028,A-6E,59
water,superheated,3000,950,superheated,0.23321,1273.9,1403.3,1.4716,A-6E,59
water,superheated,3500,950,superheated,0.19245,1257.8,1382.4,1.4428,A-6E,59
water,superheated,2500,1000,superheated,0.30726,1316.1,1458.2,1.5271,A-6E,59
water,superheated,3000,1000,superheated,0.24876,1302.8,1440.9,1.4978,A-6E,59
water,superheated,3500,1000,superheated,0.20687,1289.0,1423.0,1.4711,A-6E,59
water,superheated,2500,1100,superheated,0.33949,1367.3,1524.4,1.5710,A-6E,59
water,superheated,3000,1100,superheated,0.27732,1356.8,1510.8,1.5441,A-6E,59
water,superheated,3500,1100,superheated,0.23289,1346.1,1496.9,1.5201,A-6E,59
water,superheated,2500,1200,superheated,0.36966,1416.6,1587.6,1.6103,A-6E,59
water,superheated,3000,1200,superheated,0.30367,1408.0,1576.6,1.5850,A-6E,59
water,superheated,3500,1200,superheated,0.25654,1399.3,1565.4,1.5627,A-6E,59
water,superheated,2500,1400,superheated,0.42631,1513.3,1710.5,1.6802,A-6E,59
water,superheated,3000,1400,superheated,0.35249,1507.0,1702.7,1.6567,A-6E,59
water,superheated,3500,1400,superheated,0.29978,1500.7,1694.8,1.6364,A-6E,59
water,superheated,2500,1600,superheated,0.48004,1610.1,1832.2,1.7424,A-6E,59
water,superheated,3000,1600,superheated,0.39830,1605.3,1826.4,1.7199,A-6E,59
water,superheated,3500,1600,superheated,0.33994,1600.4,1820.5,1.7006,A-6E,59
water,superheated,2500,1800,superheated,0.53205,1708.6,1954.8,1.7991,A-6E,59
water,superheated,3000,1800,superheated,0.44237,1704.7,1950.3,1.7773,A-6E,59
water,superheated,3500,1800,superheated,0.37833,1700.8,1945.8,1.7586,A-6E,59
water,superheated,2500,2000,superheated,0.58295,1809.4,2079.1,1.8518,A-6E,59
water,superheated,3000,2000,superheated,0.48532,1806.1,2075.6,1.8304,A-6E,59
water,superheated,3500,2000,superheated,0.41561,1802.9,2072.1,1.8121,A-6E,59
water,superheated,4000,650,superheated,0.02448,657.9,676.1,0.8577,A-6E,59
water,superheated,5000,650,superheated,0.02379,648.3,670.3,0.8485,A-6E,59
water,superheated,6000,650,superheated,0.02325,640.3,666.1,0.8408,A-6E,59
water,superheated,4000,700,superheated,0.02871,742.3,763.6,0.9347,A-6E,59
water,superheated,5000,700,superheated,0.02678,721.8,746.6,0.9156,A-6E,59
water,superheated,6000,700,superheated,0.02564,708.1,736.5,0.9028,A-6E,59
water,superheated,4000,750,superheated,0.06370,962.1,1009.2,1.1410,A-6E,59
water,superheated,5000,750,superheated,0.03373,821.8,853.0,1.0054,A-6E,59
water,superheated,6000,750,superheated,0.02981,788.7,821.8,0.9747,A-6E,59
water,superheated,4000,800,superheated,0.10520,1094.2,1172.1,1.2734,A-6E,59
water,superheated,5000,800,superheated,0.05937,986.9,1041.8,1.1581,A-6E,59
water,superheated,6000,800,superheated,0.03949,897.1,941.0,1.0711,A-6E,59
water,superheated,4000,850,superheated,0.12848,1156.7,1251.8,1.3355,A-6E,59
water,superheated,5000,850,superheated,0.08551,1092.4,1171.5,1.2593,A-6E,59
water,superheated,6000,850,superheated,0.05815,1018.6,1083.1,1.1819,A-6E,59
water,superheated,4000,900,superheated,0.14647,1202.5,1310.9,1.3799,A-6E,59
water,superheated,5000,900,superheated,0.10390,1155.9,1252.1,1.3198,A-6E,59
water,superheated,6000,900,superheated,0.07584,1103.5,1187.7,1.2603,A-6E,59
water,superheated,4000,950,superheated,0.16176,1240.7,1360.5,1.4157,A-6E,59
water,superheated,5000,950,superheated,0.11863,1203.9,1313.6,1.3643,A-6E,59
water,superheated,6000,950,superheated,0.09010,1163.7,1263.7,1.3153,A-6E,59
water,superheated,4000,1000,superheated,0.17538,1274.6,1404.4,1.4463,A-6E,59
water,superheated,5000,1000,superheated,0.13128,1244.0,1365.5,1.4004,A-6E,59
water,superheated,6000,1000,superheated,0.10208,1211.4,1324.7,1.3578,A-6E,59
water,superheated,4000,1100,superheated,0.19957,1335.1,1482.8,1.4983,A-6E,59
water,superheated,5000,1100,superheated,0.15298,1312.2,1453.8,1.4590,A-6E,59
water,superheated,6000,1100,superheated,0.12211,1288.4,1424.0,1.4237,A-6E,59
water,superheated,4000,1200,superheated,0.22121,1390.3,1554.1,1.5426,A-6E,59
water,superheated,5000,1200,superheated,0.17185,1372.1,1531.1,1.5070,A-6E,59
water,superheated,6000,1200,superheated,0.13911,1353.4,1507.8,1.4758,A-6E,59
water,superheated,4000,1300,superheated,0.24128,1443.0,1621.6,1.5821,A-6E,59
water,superheated,5000,1300,superheated,0.18902,1427.8,1602.7,1.5490,A-6E,59
water,superheated,6000,1300,superheated,0.15434,1412.5,1583.8,1.5203,A-6E,59
water,superheated,4000,1400,superheated,0.26028,1494.3,1687.0,1.6182,A-6E,59
water,superheated,5000,1400,superheated,0.20508,1481.4,1671.1,1.5868,A-6E,59
water,superheated,6000,1400,superheated,0.16841,1468.4,1655.4,1.5598,A-6E,59
water,superheated,4000,1600,superheated,0.29620,1595.5,1814.7,1.6835,A-6E,59
water,superheated,5000,1600,superheated,0.23505,1585.6,1803.1,1.6542,A-6E,59
water,superheated,6000,1600,superheated,0.19438,1575.7,1791.5,1.6294,A-6E,59
water,superheated,4000,1800,superheated,0.33033,1696.8,1941.4,1.7422,A-6E,59
water,superheated,5000,1800,superheated,0.26320,1689.0,1932.5,1.7142,A-6E,59
water,superheated,6000,1800,superheated,0.21853,1681.1,1923.7,1.6907,A-6E,59
water,superheated,4000,2000,superheated,0.36335,1799.7,2068.6,1.7961,A-6E,59
water,superheated,5000,2000,superheated,0.29023,1793.2,2061.7,1.7689,A-6E,59
water,superheated,6000,2000,superheated,0.24155,1786.7,2054.9,1.7463,A-6E,59
